mcdonald;alimentação;Conta Corrente BB;Estilo de Vida;20/02/2017;-19,5;20/02/2017
fiorela;alimentação;Conta Corrente BB;Essencial;20/02/2017;-18,24;20/02/2017
restautante;alimentação;Conta Corrente BB;Essencial;20/02/2017;-15;20/02/2017
compras;Compras/presentes;Conta Corrente BB;Essencial;20/02/2017;-8;20/02/2017
pgto dna salete;Negocio Fabi;dinheiro;Negocio Fabi;21/02/2017;-240;21/02/2017
mufato;Negocio Fabi;Conta Corrente BB;Negocio Fabi;21/02/2017;-217,63;21/02/2017
pgto empregada;Empregada Doméstica;dinheiro;Essencial;21/02/2017;-140;21/02/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;21/02/2017;-94,5;21/02/2017
posto flex;combustível;Conta Corrente BB;Essencial;21/02/2017;-50;21/02/2017
tbone;alimentação;Conta Corrente BB;Essencial;21/02/2017;-35;21/02/2017
fruto maduro;Negocio Fabi;Conta Corrente BB;Negocio Fabi;21/02/2017;-34,9;21/02/2017
campoplastic;Negocio Fabi;Conta Corrente BB;Negocio Fabi;21/02/2017;-33,95;21/02/2017
dogking;alimentação;Conta Corrente BB;Essencial;21/02/2017;-23;21/02/2017
nota parana;outros;Conta Corrente BB;;21/02/2017;27,69;21/02/2017
faturamento fabi;faturamento fabi;dinheiro;;21/02/2017;380;21/02/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;21/02/2017;455;21/02/2017
pgto cartao de credito;;Conta Corrente BB;;23/02/2017;-389,67;23/02/2017
tbone;alimentação;Conta Corrente BB;Essencial;23/02/2017;-20;23/02/2017
pgto cartao de credito;;Cartão de Crédito;;23/02/2017;389,67;23/02/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;23/02/2017;642;23/02/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;23/02/2017;700;23/02/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;23/02/2017;1.620,00;23/02/2017
ipva 2/3;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;24/02/2017;-481,34;24/02/2017
casoto embalagem;Negocio Fabi;Conta Corrente BB;Negocio Fabi;24/02/2017;-75;24/02/2017
tbone;alimentação;Conta Corrente BB;Essencial;24/02/2017;-14;24/02/2017
mercadopago 2/6;Negocio Fabi;Cartão de Crédito;Negocio Fabi;06/02/2017;-11,15;01/03/2017
mercado pago 3/12;Negocio Fabi;Cartão de Crédito;Negocio Fabi;06/02/2017;-12,4;01/03/2017
celular fabi 1/12;Compras/presentes;Cartão de Crédito;Estilo de Vida;06/02/2017;-50,99;01/03/2017
bicicleta 9/10;Bens/Casa;Cartão de Crédito;Estilo de Vida;01/03/2017;-79;01/03/2017
celular 11/12;Compras/presentes;Cartão de Crédito;Estilo de Vida;01/03/2017;-64,25;01/03/2017
emprestimo 20/23;Emprestimos;Cartão de Crédito;Prioridade Financeira;01/03/2017;-134,82;01/03/2017
visavale;Visavale;VisaVale;;01/03/2017;365;01/03/2017
curso fabi 5/12;Negocio Fabi;Nubank;Negocio Fabi;01/03/2017;-14,7;01/03/2017
curso lucas 5/12;sistema;Nubank;Prioridade Financeira;01/03/2017;-27;01/03/2017
compra fabi 4/6;Negocio Fabi;Nubank;Negocio Fabi;01/03/2017;-66,66;01/03/2017
americanas 4/8;Compras/presentes;Nubank;Estilo de Vida;01/03/2017;-31,62;01/03/2017
ricardo eletro 9/10;Negocio Fabi;Nubank;Negocio Fabi;01/03/2017;-28,79;01/03/2017
fiorela;alimentação;Conta Corrente BB;essencial;01/03/2017;-9,85;01/03/2017
mufato;mercado;Conta Corrente BB;essencial;01/03/2017;-174,89;01/03/2017
tanuki;restaurante;Conta Corrente BB;Estilo de Vida;01/03/2017;-84,4;01/03/2017
sorvetao;restaurante;Conta Corrente BB;Estilo de Vida;01/03/2017;-23,32;01/03/2017
predileta;alimentação;Conta Corrente BB;essencial;01/03/2017;-5,41;01/03/2017
mufato;mercado;Conta Corrente BB;essencial;01/03/2017;-47,77;01/03/2017
big ;mercado;Conta Corrente BB;essencial;01/03/2017;-16,83;01/03/2017
campoplastic;Negocio Fabi;Conta Corrente BB;Negocio Fabi;01/03/2017;-279,75;01/03/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;01/03/2017;-75;01/03/2017
parana ;mercado;Conta Corrente BB;Negocio Fabi;01/03/2017;-207,5;01/03/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;01/03/2017;-214,5;01/03/2017
gerson cabelo;Salão Beleza;Conta Corrente BB;essencial;01/03/2017;-25;01/03/2017
fruto maduro;Negocio Fabi;Conta Corrente BB;Negocio Fabi;01/03/2017;-49;01/03/2017
grifes carnes;alimentação;Conta Corrente BB;essencial;01/03/2017;-20;01/03/2017
big ;alimentação;Conta Corrente BB;essencial;01/03/2017;-13,5;01/03/2017
posto;combustível;Conta Corrente BB;essencial;01/03/2017;-50;01/03/2017
predileta;alimentação;Conta Corrente BB;essencial;01/03/2017;-7,45;01/03/2017
big ;mercado;Conta Corrente BB;essencial;01/03/2017;-60,95;01/03/2017
telefone;Internet/Telefone/TV;Conta Corrente BB;essencial;01/03/2017;-329,03;01/03/2017
brasilprev;(-) p/investimento;Conta Corrente BB;Prioridade Financeira;01/03/2017;-201,52;01/03/2017
brasilprev;Brasilprev;;;01/03/2017;201,52;01/03/2017
agua;Luz/Água;Conta Corrente BB;essencial;01/03/2017;-78,95;01/03/2017
agua dna salete;Dn salete;Conta Corrente BB;;01/03/2017;-60,73;01/03/2017
iof;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;01/03/2017;-0,6;01/03/2017
visavale;mercado;VisaVale;essencial;01/03/2017;-365;01/03/2017
eletrolux;Reformas Casa;Conta Corrente BB;Prioridade Financeira;02/03/2017;-39,8;02/03/2017
armarinho ;Negocio Fabi;Conta Corrente BB;Negocio Fabi;02/03/2017;-3,4;02/03/2017
tbone ;alimentação;Conta Corrente BB;essencial;02/03/2017;-20;02/03/2017
mufato;mercado;Conta Corrente BB;essencial;02/03/2017;-61,4;02/03/2017
tbone ;alimentação;Conta Corrente BB;essencial;02/03/2017;-14;02/03/2017
salario;Salario Lucas;Conta Corrente BB;;06/03/2017;4.630,28;06/03/2017
predileta;alimentação;Conta Corrente BB;essencial;06/03/2017;-6,8;06/03/2017
chapeuzinho vermelho;outros;Conta Corrente BB;Estilo de Vida;06/03/2017;-80;06/03/2017
bona massa;alimentação;Conta Corrente BB;Prioridade Financeira;06/03/2017;-14;06/03/2017
papelaria;educação;Conta Corrente BB;essencial;06/03/2017;-8,15;06/03/2017
fruto maduro;alimentação;Conta Corrente BB;essencial;06/03/2017;-28;06/03/2017
predileta;outros;Conta Corrente BB;Estilo de Vida;06/03/2017;-56,93;06/03/2017
parana ;mercado;Conta Corrente BB;essencial;06/03/2017;-100,28;06/03/2017
embapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;06/03/2017;-25,5;06/03/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;06/03/2017;-175;06/03/2017
tbone ;alimentação;Conta Corrente BB;essencial;06/03/2017;-12;06/03/2017
posto;combustível;Conta Corrente BB;essencial;06/03/2017;-50;06/03/2017
megasena;outros;Conta Corrente BB;Prioridade Financeira;06/03/2017;-30;06/03/2017
cartao de credito;;Conta Corrente BB;;06/03/2017;-748,78;06/03/2017
cartao de credito;;Cartão de Crédito;;06/03/2017;748,78;06/03/2017
compra;outros;Conta Corrente BB;Prioridade Financeira;06/03/2017;-10;06/03/2017
mufato;mercado;Conta Corrente BB;essencial;06/03/2017;-260,67;06/03/2017
jogo mercado;mercado;Conta Corrente BB;Estilo de Vida;06/03/2017;-5;06/03/2017
chop ;outros;Conta Corrente BB;Estilo de Vida;06/03/2017;-32,4;06/03/2017
nishida;alimentação;Nubank;Estilo de Vida;06/03/2017;-64;06/03/2017
mufato;mercado;Nubank;essencial;06/03/2017;-83,25;06/03/2017
tbone ;alimentação;Conta Corrente BB;essencial;07/03/2017;-14;07/03/2017
casa do mel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;07/03/2017;-93,45;07/03/2017
tbone ;alimentação;Conta Corrente BB;essencial;08/03/2017;-35;08/03/2017
campoplastic;Negocio Fabi;Conta Corrente BB;Negocio Fabi;08/03/2017;-49,6;08/03/2017
cheque ;outros;Conta Corrente BB;Prioridade Financeira;08/03/2017;-100;08/03/2017
energia eletrica;Luz/Água;Conta Corrente BB;essencial;09/03/2017;-169,8;09/03/2017
energia eletrica;Dn salete;Conta Corrente BB;;09/03/2017;-67,24;09/03/2017
tbone ;alimentação;Conta Corrente BB;essencial;09/03/2017;-20;09/03/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;09/03/2017;-18,75;09/03/2017
brambila;alimentação;Conta Corrente BB;essencial;09/03/2017;-8,5;09/03/2017
iptu 1/10;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;10/03/2017;-84,77;10/03/2017
iptu novo centro 1/10;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;10/03/2017;-37,35;10/03/2017
viagem 11/12;Viagem;Conta Corrente BB;Estilo de Vida;10/03/2017;-648,32;10/03/2017
datacenter;sistema;Conta Corrente BB;Prioridade Financeira;10/03/2017;-272,03;10/03/2017
seguro;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;10/03/2017;-167,52;10/03/2017
ourocap;(-) p/investimento;Conta Corrente BB;Prioridade Financeira;10/03/2017;-130,53;10/03/2017
fruto maduro;alimentação;Conta Corrente BB;essencial;10/03/2017;-61,6;10/03/2017
tbone ;alimentação;Conta Corrente BB;essencial;10/03/2017;-14;10/03/2017
combustivel;combustível;Conta Corrente BB;essencial;10/03/2017;-190,02;10/03/2017
megasena ;outros;Conta Corrente BB;Prioridade Financeira;10/03/2017;-28;10/03/2017
ourocap;ourocap;;;10/03/2017;130,53;10/03/2017
predileta;alimentação;Conta Corrente BB;essencial;13/03/2017;-4,78;13/03/2017
boleto;outros;Conta Corrente BB;Prioridade Financeira;13/03/2017;-35;13/03/2017
fruto maduro;alimentação;Conta Corrente BB;essencial;13/03/2017;-35;13/03/2017
gerson cabelo;Salão Beleza;Conta Corrente BB;Prioridade Financeira;13/03/2017;-20;13/03/2017
fiorela;alimentação;Conta Corrente BB;essencial;13/03/2017;-31,21;13/03/2017
predileta;alimentação;Conta Corrente BB;essencial;13/03/2017;-11,11;13/03/2017
ted - Edmilson Congresso Espirita;Viagem;Conta Corrente BB;Prioridade Financeira;13/03/2017;-487,5;13/03/2017
telefone;Internet/Telefone/TV;Conta Corrente BB;Prioridade Financeira;13/03/2017;-142,78;13/03/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;13/03/2017;-244,25;13/03/2017
campoplastic;Negocio Fabi;Conta Corrente BB;Negocio Fabi;13/03/2017;-68,85;13/03/2017
baby kids;Compras/presentes;Conta Corrente BB;Estilo de Vida;13/03/2017;-105;13/03/2017
fruto maduro;Negocio Fabi;Conta Corrente BB;Negocio Fabi;13/03/2017;-46,85;13/03/2017
mufato;mercado;Conta Corrente BB;Negocio Fabi;13/03/2017;-177,46;13/03/2017
resgate cdb;(-) p/investimento;Conta Corrente BB;Prioridade Financeira;13/03/2017;1.014,77;13/03/2017
resgate cdb;Investimento BB;;;13/03/2017;-1.000,00;13/03/2017
pgto consorcio 1/12;Emprestimos;Conta Corrente BB;Prioridade Financeira;13/03/2017;-400;13/03/2017
pgto empregadsa;empregada doméstica;dinheiro;essencial;13/03/2017;-360;13/03/2017
faturamento fabi;faturamento fabi;dinheiro;;13/03/2017;360;13/03/2017
tbone ;alimentação;Conta Corrente BB;essencial;13/03/2017;-14;13/03/2017
netflix;Internet/Telefone/TV;Nubank;essencial;13/03/2017;-22,9;13/03/2017
tbone ;alimentação;Conta Corrente BB;essencial;14/03/2017;-35;14/03/2017
saque laine;empregada doméstica;Conta Corrente BB;essencial;14/03/2017;-140;14/03/2017
telefone dna salete;Dn salete;Conta Corrente BB;;14/03/2017;-88,14;14/03/2017
posto ;outros;Conta Corrente BB;Estilo de Vida;14/03/2017;-11,48;14/03/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;15/03/2017;2.100,00;15/03/2017
mufato;mercado;Conta Corrente BB;essencial;15/03/2017;-49,03;15/03/2017
pgto internet;sistema;Conta Corrente BB;Prioridade Financeira;15/03/2017;-41,9;15/03/2017
tarifa;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;15/03/2017;-9,22;15/03/2017
cheque aniversario;outros;Conta Corrente BB;Estilo de Vida;15/03/2017;-380;15/03/2017
cheque aniversario;outros;Conta Corrente BB;Estilo de Vida;15/03/2017;-250;15/03/2017
goreti;Negocio Fabi;Conta Corrente BB;Negocio Fabi;16/03/2017;-66;16/03/2017
pagseguro;outros;Conta Corrente BB;Prioridade Financeira;16/03/2017;-10;16/03/2017
bobs;alimentação;Conta Corrente BB;Estilo de Vida;16/03/2017;-38;16/03/2017
saque viagem;Viagem;Conta Corrente BB;Estilo de Vida;16/03/2017;-300;16/03/2017
compra lm 6/12;Compras/presentes;Conta Corrente BB;Estilo de Vida;17/03/2017;-67;17/03/2017
marcao;Viagem;Conta Corrente BB;Estilo de Vida;17/03/2017;-27,5;17/03/2017
restaurante benedita;Viagem;Conta Corrente BB;Estilo de Vida;17/03/2017;-75,68;17/03/2017
seguro;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;17/03/2017;-81,7;17/03/2017
terreno  12/88;terreno;Conta Corrente BB;Prioridade Financeira;20/03/2017;-874,19;20/03/2017
balet fabi 2/12;outros;Conta Corrente BB;Estilo de Vida;20/03/2017;-120;20/03/2017
deposito;faturamento fabi;Conta Corrente BB;;20/03/2017;1.000,00;20/03/2017
livraria mundo espirita;Viagem;Conta Corrente BB;Estilo de Vida;20/03/2017;-32;20/03/2017
mc;Viagem;Conta Corrente BB;Estilo de Vida;20/03/2017;-17;20/03/2017
janta;Viagem;Conta Corrente BB;Estilo de Vida;20/03/2017;-42;20/03/2017
balas;Viagem;Conta Corrente BB;Estilo de Vida;20/03/2017;-14,3;20/03/2017
hotel;Viagem;Conta Corrente BB;Estilo de Vida;20/03/2017;-454;20/03/2017
livraria mundo espirita;Viagem;Conta Corrente BB;Estilo de Vida;20/03/2017;-45;20/03/2017
churrascaria;Viagem;Conta Corrente BB;Estilo de Vida;20/03/2017;-82,5;20/03/2017
anila;Viagem;Conta Corrente BB;Estilo de Vida;20/03/2017;-14,8;20/03/2017
marcao;Viagem;Conta Corrente BB;Estilo de Vida;20/03/2017;-24;20/03/2017
saque laine;empregada doméstica;Conta Corrente BB;essencial;20/03/2017;-20;20/03/2017
pgto nubank;;Conta Corrente BB;;20/03/2017;-191,67;20/03/2017
pgto nubank;;Nubank;;20/03/2017;191,67;20/03/2017
pgto mouraagronegocios;sistema;Sicredi;;20/03/2017;350;20/03/2017
resgate sicredi;(-) p/investimento;Sicredi;Prioridade Financeira;20/03/2017;500;20/03/2017
resgate sicredi;Investimento Sicredi;;;20/03/2017;-500;20/03/2017
transferencia bb;;Conta Corrente BB;;20/03/2017;600;20/03/2017
transferencia bb;;Sicredi;;20/03/2017;-600;20/03/2017
mufato;mercado;Conta Corrente BB;essencial;20/03/2017;-570,06;20/03/2017
farmacia;saúde;Conta Corrente BB;Prioridade Financeira;20/03/2017;-44,46;20/03/2017
tbone ;alimentação;Conta Corrente BB;essencial;20/03/2017;-35;20/03/2017
parana ;mercado;Conta Corrente BB;essencial;21/03/2017;-23,73;21/03/2017
registro br;outros;Nubank;Prioridade Financeira;21/03/2017;-80;21/03/2017
tbone ;alimentação;Conta Corrente BB;essencial;22/03/2017;-14;22/03/2017
fiorela;alimentação;Conta Corrente BB;essencial;22/03/2017;-42,49;22/03/2017
tbone ;alimentação;Conta Corrente BB;essencial;23/03/2017;-14;23/03/2017
veneno formiga;outros;Conta Corrente BB;essencial;23/03/2017;-43;23/03/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;23/03/2017;-66;23/03/2017
tim;Internet/Telefone/TV;Conta Corrente BB;Prioridade Financeira;23/03/2017;-36,98;23/03/2017
seguro casa;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;23/03/2017;-99,21;23/03/2017
ipva 3/3;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;24/03/2017;-481,34;24/03/2017
negocio fabi;Negocio Fabi;Conta Corrente BB;Negocio Fabi;24/03/2017;-5,5;24/03/2017
fruto maduro;Negocio Fabi;Conta Corrente BB;Negocio Fabi;24/03/2017;-24;24/03/2017
casa do mel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;24/03/2017;-23,04;24/03/2017
resgate cdb;(-) p/investimento;Conta Corrente BB;;24/03/2017;507,89;24/03/2017
resgate cdb;Investimento BB;;;24/03/2017;-500;24/03/2017
combustivel;combustível;Conta Corrente BB;essencial;24/03/2017;-50;24/03/2017
tbone ;alimentação;Conta Corrente BB;essencial;24/03/2017;-16,45;24/03/2017
sistema mdolores;Entradas Sistema;Conta Corrente BB;;24/03/2017;523,4;24/03/2017
predileta;alimentação;Conta Corrente BB;essencial;27/03/2017;-18,5;27/03/2017
mercado;mercado;Conta Corrente BB;essencial;27/03/2017;-375,29;27/03/2017
gas;mercado;Conta Corrente BB;essencial;27/03/2017;-70;27/03/2017
mufato;mercado;Conta Corrente BB;essencial;27/03/2017;-131,67;27/03/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;27/03/2017;-211,05;27/03/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;27/03/2017;-52,5;27/03/2017
relojoaria;Compras/presentes;Conta Corrente BB;Estilo de Vida;27/03/2017;-62;27/03/2017
marmiteka;alimentação;Conta Corrente BB;essencial;27/03/2017;-16;27/03/2017
rcbto dna salete;Dn salete;dinheiro;;27/03/2017;216,11;27/03/2017
rcbto sistema;Entradas Sistema;Conta Corrente BB;;27/03/2017;250;27/03/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;27/03/2017;180;27/03/2017
github;sistema;Nubank;Prioridade Financeira;27/03/2017;-22,82;27/03/2017
iof;Impostos/Seguros/Tarifas;Nubank;Prioridade Financeira;27/03/2017;-6,78;27/03/2017
tbone ;alimentação;Conta Corrente BB;essencial;28/03/2017;-35;28/03/2017
telefone;Internet/Telefone/TV;Conta Corrente BB;essencial;28/03/2017;-338,18;28/03/2017
sicredi ;Investimento Sicredi;;;28/03/2017;255,02;28/03/2017
sicredi;(-) p/investimento;Sicredi;;28/03/2017;-255,02;28/03/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;29/03/2017;-38,3;29/03/2017
rede leve pizza;alimentação;Conta Corrente BB;essencial;29/03/2017;-28,99;29/03/2017
deposito;faturamento fabi;Conta Corrente BB;;29/03/2017;118;29/03/2017
padaria;alimentação;Conta Corrente BB;essencial;30/03/2017;-11,25;30/03/2017
resgate cdb;(-) p/investimento;Conta Corrente BB;;30/03/2017;1.016,96;30/03/2017
tbone ;alimentação;Conta Corrente BB;essencial;30/03/2017;-20;30/03/2017
resgate cdb;Investimento BB;;;30/03/2017;-1.258,86;30/03/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;30/03/2017;230;30/03/2017
predileta;alimentação;Conta Corrente BB;essencial;30/03/2017;-32;30/03/2017
marmiteka;alimentação;Conta Corrente BB;essencial;31/03/2017;-16;31/03/2017
megasena;outros;Conta Corrente BB;Prioridade Financeira;31/03/2017;-30;31/03/2017
fruto maduro;Negocio Fabi;Conta Corrente BB;Negocio Fabi;31/03/2017;-83,36;31/03/2017
consorcio- ecbto biazin/getuilio;Outras entradas;Conta Corrente BB;Prioridade Financeira;31/03/2017;609;31/03/2017
consorcio rcbto getulio;Outras entradas;dinheiro;Prioridade Financeira;31/03/2017;203;31/03/2017
tarifa;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;31/03/2017;-0,95;31/03/2017
mercadopago 3/6;Negocio Fabi;Cartão de Crédito;Negocio Fabi;06/02/2017;-11,13;01/04/2017
mercado pago 4/12;Negocio Fabi;Cartão de Crédito;Negocio Fabi;06/02/2017;-12,4;01/04/2017
celular fabi 2/12;Compras/presentes;Cartão de Crédito;Estilo de Vida;06/02/2017;-50,99;01/04/2017
escola frederico;educação;dinheiro;Prioridade Financeira;28/02/2017;-450;01/04/2017
escola frederico;educação;dinheiro;Prioridade Financeira;28/03/2017;-450;01/04/2017
compra fabi 5/6;Negocio Fabi;Nubank;Negocio Fabi;01/04/2017;-66,66;01/04/2017
americanas 5/8;Compras/presentes;Nubank;Estilo de Vida;01/04/2017;-31,62;01/04/2017
ricardo eletro 10/10;Negocio Fabi;Nubank;Negocio Fabi;01/04/2017;-28,79;01/04/2017
bicicleta 10/10;Bens/Casa;Cartão de Crédito;Estilo de Vida;01/04/2017;-79;01/04/2017
celular 12/12;Compras/presentes;Cartão de Crédito;Estilo de Vida;01/04/2017;-64,25;01/04/2017
emprestimo 21/23;Emprestimos;Cartão de Crédito;Prioridade Financeira;01/04/2017;-134,82;01/04/2017
visavale;Visavale;VisaVale;;01/04/2017;365;01/04/2017
curso fabi 6/12;Negocio Fabi;Nubank;Negocio Fabi;01/04/2017;-14,7;01/04/2017
curso lucas 6/12;Sistema;Nubank;Prioridade Financeira;01/04/2017;-27;01/04/2017
fiorela;alimentação;Conta Corrente BB;essencial;01/04/2017;-4,66;01/04/2017
mc donald;alimentação;Conta Corrente BB;essencial;01/04/2017;-19,5;01/04/2017
visavale;mercado;VisaVale;essencial;01/04/2017;-365;01/04/2017
predileta;alimentação;Conta Corrente BB;essencial;03/04/2017;-8;03/04/2017
br3 ;alimentação;Conta Corrente BB;essencial;03/04/2017;-16;03/04/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;03/04/2017;-216,75;03/04/2017
campoplastic;Negocio Fabi;Conta Corrente BB;Negocio Fabi;03/04/2017;-74,55;03/04/2017
mufato;Negocio Fabi;Conta Corrente BB;Negocio Fabi;03/04/2017;-435,8;03/04/2017
bela face;mercado;Conta Corrente BB;essencial;03/04/2017;-49,28;03/04/2017
fruto maduro;alimentação;Conta Corrente BB;essencial;03/04/2017;-28;03/04/2017
mufato;mercado;Conta Corrente BB;essencial;03/04/2017;-262,13;03/04/2017
posto;combustível;Conta Corrente BB;essencial;03/04/2017;-177,55;03/04/2017
pgto cartao;;Cartão de Crédito;;03/04/2017;461,64;03/04/2017
pgto cartao;;Conta Corrente BB;;03/04/2017;-461,64;03/04/2017
brasilprev;Brasilprev;;;03/04/2017;201,52;03/04/2017
brasilprev;(-) p/investimento;Conta Corrente BB;Prioridade Financeira;03/04/2017;-201,52;03/04/2017
agua;Luz/Água;Conta Corrente BB;essencial;03/04/2017;-78,95;03/04/2017
agua d;dn salete;Conta Corrente BB;;03/04/2017;-60,73;03/04/2017
iof;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;03/04/2017;-0,59;03/04/2017
resgate sicredi;Investimento Sicredi;;;04/04/2017;-4.211,68;04/04/2017
resgate sicredi;(-) p/investimento;Conta Corrente BB;;04/04/2017;4.000,00;04/04/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;04/04/2017;1.355,00;04/04/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;04/04/2017;40;04/04/2017
br3 ;alimentação;Conta Corrente BB;essencial;04/04/2017;-16;04/04/2017
dogking;alimentação;Conta Corrente BB;essencial;04/04/2017;-25;04/04/2017
frutimax;Negocio Fabi;Conta Corrente BB;Negocio Fabi;04/04/2017;-15;04/04/2017
mercado;Negocio Fabi;Conta Corrente BB;Negocio Fabi;04/04/2017;-28,37;04/04/2017
pgto cartao;;Cartão de Crédito;;05/04/2017;389,67;05/04/2017
pgto cartao;;Conta Corrente BB;;05/04/2017;-389,67;05/04/2017
FIORELA;alimentação;Conta Corrente BB;essencial;05/04/2017;-3,38;05/04/2017
casoto;Negocio Fabi;Conta Corrente BB;Negocio Fabi;05/04/2017;-98,5;05/04/2017
big ;mercado;Conta Corrente BB;essencial;05/04/2017;-55,94;05/04/2017
br3 ;alimentação;Conta Corrente BB;essencial;05/04/2017;-37;05/04/2017
goreti;Negocio Fabi;Conta Corrente BB;Negocio Fabi;05/04/2017;-31;05/04/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;05/04/2017;-42,15;05/04/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;05/04/2017;-56;05/04/2017
sabor saude;Negocio Fabi;Conta Corrente BB;Negocio Fabi;05/04/2017;-19,93;05/04/2017
salario;Salario Lucas;Conta Corrente BB;;06/04/2017;4.122,63;06/04/2017
consorcio pgto lucas/volpato;outras entradas;Conta Corrente BB;;06/04/2017;400;06/04/2017
ourocap resgate;ourocap;;;06/04/2017;-1.599,98;06/04/2017
ourocap resgate;(-) p/investimento;Conta Corrente BB;;06/04/2017;1.599,98;06/04/2017
marmitaria;alimentação;Conta Corrente BB;essencial;06/04/2017;-14;06/04/2017
deposito fabi;faturamento fabi;Conta Corrente BB;;06/04/2017;300;06/04/2017
remedio;saúde;Conta Corrente BB;Prioridade Financeira;06/04/2017;-13,3;06/04/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;06/04/2017;430;06/04/2017
ourocap diferenca;Ourocap;;;06/04/2017;-59,12;06/04/2017
pizza;alimentação;Conta Corrente BB;essencial;06/04/2017;-27,49;06/04/2017
fruto maduro;Negocio Fabi;Conta Corrente BB;Negocio Fabi;07/04/2017;-81,06;07/04/2017
faturamento fabi;faturamento fabi;Conta Corrente BB;;07/04/2017;70;07/04/2017
transf jonatan;outras entradas;Conta Corrente BB;;07/04/2017;206;07/04/2017
unimed;faturamento fabi;Conta Corrente BB;;07/04/2017;144;07/04/2017
fiorela;alimentação;Conta Corrente BB;essencial;07/04/2017;-14,88;07/04/2017
yaksoba;alimentação;Conta Corrente BB;essencial;07/04/2017;-29,7;07/04/2017
desbloq deposito;faturamento fabi;Conta Corrente BB;;07/04/2017;1.072,00;07/04/2017
colombo 1/10;Reformas Casa;Nubank;Prioridade Financeira;07/04/2017;-65,9;07/04/2017
viagem 12/12;Viagem;Conta Corrente BB;Estilo de Vida;10/04/2017;-648,32;10/04/2017
iptu 2/10;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;10/04/2017;-84,77;10/04/2017
iptu novo centro 2/10;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;10/04/2017;-37,35;10/04/2017
seguro casa 2/4;Impostos/Seguros/Tarifas;Conta Corrente BB;Prioridade Financeira;10/04/2017;-98,57;10/04/2017
datacenter;sistema;Conta Corrente BB;Prioridade Financeira;10/04/2017;-272,03;10/04/2017
transf fabi;faturamento fabi;Conta Corrente BB;;10/04/2017;150;10/04/2017
predileta;alimentação;Conta Corrente BB;essencial;10/04/2017;-8,26;10/04/2017
mufato;mercado;Conta Corrente BB;essencial;10/04/2017;-27,47;10/04/2017
fiorela;alimentação;Conta Corrente BB;essencial;10/04/2017;-39,01;10/04/2017
casa mel ;Negocio Fabi;Conta Corrente BB;Negocio Fabi;10/04/2017;-15,72;10/04/2017
heraldo gril;alimentação;Conta Corrente BB;essencial;10/04/2017;-63,4;10/04/2017
embrapel;Negocio Fabi;Conta Corrente BB;Negocio Fabi;10/04/2017;-102,9;10/04/2017
yaksoba;alimentação;Conta Corrente BB;essencial;10/04/2017;-20;10/04/2017
br3 ;alimentação;Conta Corrente BB;essencial;10/04/2017;-16;10/04/2017
pizza domino;alimentação;Conta Corrente BB;essencial;10/04/2017;-48,9;10/04/2017
